course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
1234108,how to draw majestic animals dogs,graphic design,all levels,1524,5,35,1.0,how to draw majestic animals dogs graphic design all levels
47004,photoshop course design an ebook cover in photoshop,graphic design,all levels,11893,69,50,3.0,photoshop course design an ebook cover in photoshop graphic design all levels
327666,digital art for beginners,graphic design,beginner level,3381,388,150,15.0,digital art for beginners graphic design beginner level
1068902,learn how to design a logo in adobe illustrator in 30 mins,graphic design,beginner level,1270,53,50,0.5,learn how to design a logo in adobe illustrator in 30 mins graphic design beginner level
1076222,the most popular techniques in photoshop,graphic design,intermediate level,1753,18,20,1.0,the most popular techniques in photoshop graphic design intermediate level
278948,become a professional graphic designer,graphic design,all levels,3618,345,35,20.5,become a professional graphic designer graphic design all levels
1013676,adobe illustrator cc 2017 for beginners,graphic design,beginner level,2489,39,195,1.5,adobe illustrator cc 2017 for beginners graphic design beginner level
62497,how to draw cute cartoon characters,graphic design,all levels,4080,522,55,2.0,how to draw cute cartoon characters graphic design all levels
1182900,how to create awesome cinema graph with adobe photoshop,graphic design,beginner level,1602,8,20,1.0,how to create awesome cinema graph with adobe photoshop graphic design beginner level
1178226,learn to create a mandala with adobe illustrator,graphic design,all levels,7,0,50,4.5,learn to create a mandala with adobe illustrator graphic design all levels
1165268,15 motion graphic elements in after effect series 2,graphic design,intermediate level,8,0,30,3.0,15 motion graphic elements in after effect series 2 graphic design intermediate level
1133648,fantasy map design,graphic design,all levels,7,2,30,2.5,fantasy map design graphic design all levels
471136,creating 2d game assets,graphic design,all levels,57,0,25,2.0,creating 2d game assets graphic design all levels
63712,create 9 professional logo design full version,graphic design,all levels,91,3,35,2.0,create 9 professional logo design full version graphic design all levels
1055424,stencil simple graphic design for entrepreneurs,graphic design,all levels,11,0,95,1.0,stencil simple graphic design for entrepreneurs graphic design all levels
843620,learn adobe indesign from scratch,graphic design,beginner level,6,2,40,4.5,learn adobe indesign from scratch graphic design beginner level
1153326,getting the life of an instructional designer,graphic design,all levels,5,0,40,1.5,getting the life of an instructional designer graphic design all levels
551964,drawing for all levels how to design cartoon women,graphic design,all levels,5,2,20,1.5,drawing for all levels how to design cartoon women graphic design all levels
1104858,photoshop tools 101,graphic design,all levels,6,0,50,3.0,photoshop tools 101 graphic design all levels
517866,how to create gif animation in photoshop,graphic design,all levels,34,0,20,1.0,how to create gif animation in photoshop graphic design all levels
1036766,how to color comic books... with a mouse,graphic design,all levels,7,0,30,2.0,how to color comic books... with a mouse graphic design all levels
337072,bestseller learn photoshop in 1 hour no experience needed,graphic design,beginner level,5471,72,200,6.5,bestseller learn photoshop in 1 hour no experience needed graphic design beginner level
737642,how to design a fortune 500 logo in illustrator,graphic design,intermediate level,3599,43,195,5.0,how to design a fortune 500 logo in illustrator graphic design intermediate level
520766,canva graphic design theory volume2,graphic design,all levels,4961,38,200,2.0,canva graphic design theory volume2 graphic design all levels
757900,canva book cover design,graphic design,beginner level,3377,20,100,2.0,canva book cover design graphic design beginner level
978576,the complete figure drawing course hd,graphic design,beginner level,1323,136,50,78.5,the complete figure drawing course hd graphic design beginner level
961684,mastering logo design 20 projects step by step,graphic design,all levels,2599,24,200,7.5,mastering logo design 20 projects step by step graphic design all levels
371490,graphic design create animated gif ad banners in photoshop,graphic design,all levels,6612,44,20,1.0,graphic design create animated gif ad banners in photoshop graphic design all levels
1134692,learn inkscape design logos and game arts,graphic design,beginner level,1675,20,20,1.0,learn inkscape design logos and game arts graphic design beginner level
507726,typography learn the basics to build a solid foundation,graphic design,beginner level,5850,19,35,1.0,typography learn the basics to build a solid foundation graphic design beginner level
349586,master manga studio 5 bonus drawing and painting,graphic design,all levels,2325,155,165,8.0,master manga studio 5 bonus drawing and painting graphic design all levels
1153710,learn adobe photoshop from scratch to professional,graphic design,beginner level,1276,3,20,3.5,learn adobe photoshop from scratch to professional graphic design beginner level
1269190,7 secrets to designing in black and white,graphic design,all levels,1000,1,100,1.5,7 secrets to designing in black and white graphic design all levels
303042,photoshop cs 6 ile fotoğraf i şlemenin temelleri,graphic design,beginner level,86,10,20,6.0,photoshop cs 6 ile fotoğraf i şlemenin temelleri graphic design beginner level
647520,誰でもわかる adobe illustrator cs6,graphic design,beginner level,11,2,20,3.0,誰でもわかる adobe illustrator cs6 graphic design beginner level
681878,devenez le king de l illustration automobile,graphic design,beginner level,42,10,50,4.5,devenez le king de l illustration automobile graphic design beginner level
873296,corel draw x7 eğitimi temelden i leri seviyeye,graphic design,all levels,28,6,105,12.0,corel draw x7 eğitimi temelden i leri seviyeye graphic design all levels
1164720,调色中级课程,graphic design,beginner level,5,3,200,1.0,调色中级课程 graphic design beginner level
1019552,drawing and paint hot girl with photoshop,graphic design,all levels,74,1,35,1.5,drawing and paint hot girl with photoshop graphic design all levels
1147664,photoshop cc eğitim seti yeni,graphic design,all levels,27,5,100,16.0,photoshop cc eğitim seti yeni graphic design all levels
948294,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,graphic design,beginner level,13,9,120,1.0,مدخل في أساسيات الفوطوشوب للمبتدئين فقط graphic design beginner level
393850,creación de iconos con illustrator,graphic design,all levels,27,3,20,3.0,creación de iconos con illustrator graphic design all levels
733878,adobe illustrator course in urdu basics level training,graphic design,beginner level,1433,57,0,1.0,adobe illustrator course in urdu basics level training graphic design beginner level
860656,graphicdesign studio,graphic design,beginner level,110,9,95,2.5,graphicdesign studio graphic design beginner level
1246252,aula de photoshop aprenda como recortar imagens,graphic design,beginner level,15,1,65,2.0,aula de photoshop aprenda como recortar imagens graphic design beginner level
622122,make your own great designs in powerpoint quick easy,graphic design,beginner level,19,6,20,1.0,make your own great designs in powerpoint quick easy graphic design beginner level
222976,create kindle ebook covers with powerpoint,graphic design,all levels,87,7,30,2.0,create kindle ebook covers with powerpoint graphic design all levels
439968,magazine design start your own magazine in less than 24hrs,graphic design,all levels,802,10,20,2.0,magazine design start your own magazine in less than 24hrs graphic design all levels
852060,essential skills for designers adobe bridge,graphic design,all levels,14,5,20,1.0,essential skills for designers adobe bridge graphic design all levels
546848,learn to code in python and learn adobe photoshop today,graphic design,all levels,1132,1,50,2.0,learn to code in python and learn adobe photoshop today graphic design all levels
81278,how to draw caricatures,graphic design,all levels,347,31,20,4.0,how to draw caricatures graphic design all levels
53556,essential skills for designers working with type,graphic design,all levels,219,11,45,2.0,essential skills for designers working with type graphic design all levels
1158854,affinity designer for beginners,graphic design,beginner level,30,6,20,4.5,affinity designer for beginners graphic design beginner level
68876,how to create top ranking mobile app icons ios edition,graphic design,all levels,130,6,35,1.0,how to create top ranking mobile app icons ios edition graphic design all levels
514496,canva making design simple,graphic design,all levels,509,4,20,0.5333333333333333,canva making design simple graphic design all levels
649404,ribbon lettering from sketch to wordmark,graphic design,all levels,342,2,40,0.7166666666666667,ribbon lettering from sketch to wordmark graphic design all levels
108384,how to make a custom graphic,graphic design,beginner level,87,8,20,1.0,how to make a custom graphic graphic design beginner level
753934,create flat designs with inkscape,graphic design,beginner level,259,3,30,1.5,create flat designs with inkscape graphic design beginner level
206592,beginners guide to creating amazing images with canva,graphic design,beginner level,72,5,25,1.0,beginners guide to creating amazing images with canva graphic design beginner level
15467,learn to draw the comic book style,graphic design,all levels,363,14,55,2.0,learn to draw the comic book style graphic design all levels
983444,adobe illustrator vectors for hand letterers,graphic design,beginner level,23,2,100,0.6166666666666667,adobe illustrator vectors for hand letterers graphic design beginner level
74782,how to create amazing youtube custom thumbnail images,graphic design,all levels,78,6,25,1.5,how to create amazing youtube custom thumbnail images graphic design all levels
456988,graphic design bootcamp professional workflow layout tips,graphic design,all levels,99,10,20,1.5,graphic design bootcamp professional workflow layout tips graphic design all levels
1049760,promotional design master class,graphic design,all levels,14,2,50,2.0,promotional design master class graphic design all levels
808808,introduction to gimp 2.8 tutorials for beginners,graphic design,beginner level,282,8,20,3.0,introduction to gimp 2.8 tutorials for beginners graphic design beginner level
599652,48 logo designs and techniques,graphic design,all levels,113,9,20,9.0,48 logo designs and techniques graphic design all levels
524748,photoshop jumpstart,graphic design,beginner level,66,13,20,2.0,photoshop jumpstart graphic design beginner level
310652,how to sell practically anything professional design mockup,graphic design,all levels,52,2,50,2.5,how to sell practically anything professional design mockup graphic design all levels
946326,learn calligraphy handwriting animation wz after effects,graphic design,all levels,116,1,40,2.5,learn calligraphy handwriting animation wz after effects graphic design all levels
1146166,latex a z from beginner to advance in less than 3 hour,graphic design,beginner level,623,14,95,3.0,latex a z from beginner to advance in less than 3 hour graphic design beginner level
1190334,course bundle exploring art silhouette linear line art,graphic design,all levels,827,1,80,1.0,course bundle exploring art silhouette linear line art graphic design all levels
895394,how to build your own web banner design business,graphic design,all levels,5000,7,20,1.0,how to build your own web banner design business graphic design all levels
1100628,canva design and sell your own professional canva designs,graphic design,all levels,793,26,200,3.0,canva design and sell your own professional canva designs graphic design all levels
996868,how to design a logo in adobe illustrator,graphic design,all levels,972,44,100,1.0,how to design a logo in adobe illustrator graphic design all levels
751230,illustrator cc design and drawing from scratch to expert,graphic design,beginner level,2427,99,150,11.0,illustrator cc design and drawing from scratch to expert graphic design beginner level
356840,logo design how to design an awesome logo in illustrator,graphic design,all levels,3131,131,195,5.5,logo design how to design an awesome logo in illustrator graphic design all levels
269082,photoshop real world hands on freelance mastery,graphic design,all levels,5950,25,105,2.5,photoshop real world hands on freelance mastery graphic design all levels
449788,graphic design beginner s graphic design guide to photoshop,graphic design,all levels,4550,74,25,1.0,graphic design beginner s graphic design guide to photoshop graphic design all levels
792232,most wanted flat design techniques,graphic design,intermediate level,2081,35,195,4.5,most wanted flat design techniques graphic design intermediate level
1164876,3ds max learn 3ds max tutorial for beginners in urdu hindi,graphic design,all levels,785,2,20,4.5,3ds max learn 3ds max tutorial for beginners in urdu hindi graphic design all levels
861444,design your own social media logo icons in adobe illustrator,graphic design,beginner level,2424,29,50,1.5,design your own social media logo icons in adobe illustrator graphic design beginner level
148982,mashup transform a scanned sketch into a digital painting,graphic design,intermediate level,57,3,20,2.0,mashup transform a scanned sketch into a digital painting graphic design intermediate level
861742,motion graphic with after effect from scratch in 5 hours,graphic design,all levels,50,7,30,4.0,motion graphic with after effect from scratch in 5 hours graphic design all levels
817074,introduction to photoshop cc tutorials for beginners,graphic design,beginner level,262,0,20,1.0,introduction to photoshop cc tutorials for beginners graphic design beginner level
286160,making killer images in photoshop that wow clients,graphic design,intermediate level,45,1,95,5.0,making killer images in photoshop that wow clients graphic design intermediate level
788722,simple photoshop cc smart objects,graphic design,intermediate level,272,0,20,0.5,simple photoshop cc smart objects graphic design intermediate level
1008654,learn photo manipulation build 3 projects,graphic design,all levels,10,1,40,2.5,learn photo manipulation build 3 projects graphic design all levels
964478,zombie apocalypse photoshop actions,graphic design,all levels,12,1,50,1.5,zombie apocalypse photoshop actions graphic design all levels
953220,creative perspective illustration with gimp,graphic design,all levels,43,3,50,6.5,creative perspective illustration with gimp graphic design all levels
64078,iphone icons in ios7 learn flat design,graphic design,all levels,165,4,20,3.0,iphone icons in ios7 learn flat design graphic design all levels
1046540,how to draw professional manga artwork by punix,graphic design,beginner level,83,3,35,1.5,how to draw professional manga artwork by punix graphic design beginner level
622284,how do i create a stylized graphics from images in photoshop,graphic design,all levels,17,1,50,1.0,how do i create a stylized graphics from images in photoshop graphic design all levels
31150,advance design of logos and brand identity,graphic design,all levels,34,4,20,2.0,advance design of logos and brand identity graphic design all levels
574132,como utilizar o corel draw por completo,graphic design,all levels,293,32,30,7.0,como utilizar o corel draw por completo graphic design all levels
724824,photoshop 中級者 上級者がプロになるために最後に学ぶ 超絶技巧 テクニック,graphic design,intermediate level,113,5,85,4.5,photoshop 中級者 上級者がプロになるために最後に学ぶ 超絶技巧 テクニック graphic design intermediate level
883324,corel draw x7 mão na massa,graphic design,beginner level,72,13,25,4.0,corel draw x7 mão na massa graphic design beginner level
502204,dibujo digital básico cómo ilustrar en photoshop,graphic design,beginner level,155,36,20,5.0,dibujo digital básico cómo ilustrar en photoshop graphic design beginner level
283038,adobe illustrator cs6 باللغة العربية,graphic design,all levels,48,15,35,8.0,adobe illustrator cs6 باللغة العربية graphic design all levels
650720,creare un logo con adobe illustrator,graphic design,all levels,1447,121,0,1.0,creare un logo con adobe illustrator graphic design all levels
586680,mestres do photoshop,graphic design,all levels,86,18,30,5.5,mestres do photoshop graphic design all levels
899240,illustrator cc 2015.3 curso básico de ferramentas,graphic design,beginner level,13,6,20,1.0,illustrator cc 2015.3 curso básico de ferramentas graphic design beginner level
520876,plantillas powerpoint para publicar en mercadolibre y ebay,graphic design,all levels,15,5,35,2.0,plantillas powerpoint para publicar en mercadolibre y ebay graphic design all levels
1083784,crie seu cartão de visita no coreldraw x8,graphic design,beginner level,28,3,20,4.0,crie seu cartão de visita no coreldraw x8 graphic design beginner level
651352,curso de maya 3d,graphic design,all levels,62,9,20,4.0,curso de maya 3d graphic design all levels
968268,photoshop organización de eventos y decoración de fiestas,graphic design,beginner level,125,5,120,8.5,photoshop organización de eventos y decoración de fiestas graphic design beginner level
479760,podcast cover art design like the best,graphic design,all levels,33,2,20,1.0,podcast cover art design like the best graphic design all levels
134690,learn drawing and painting a landscape with oil colours,graphic design,intermediate level,51,2,20,2.0,learn drawing and painting a landscape with oil colours graphic design intermediate level
692918,enhance your chroma key with an animated slides background,graphic design,intermediate level,361,2,25,1.0,enhance your chroma key with an animated slides background graphic design intermediate level
1092632,the complete motion graphic course,graphic design,all levels,50,6,65,9.5,the complete motion graphic course graphic design all levels
753154,making corporate flyers in photoshop,graphic design,all levels,4,3,20,0.5166666666666666,making corporate flyers in photoshop graphic design all levels
46524,rock solid brands,graphic design,beginner level,134,4,20,0.5166666666666666,rock solid brands graphic design beginner level
634480,typographic poster design from sketch to vector,graphic design,intermediate level,36,5,45,1.5,typographic poster design from sketch to vector graphic design intermediate level
771044,make money with photoshop logos business cards brochures,graphic design,all levels,32,4,100,5.0,make money with photoshop logos business cards brochures graphic design all levels
497268,photoshop the art of clipart,graphic design,beginner level,30,3,20,1.0,photoshop the art of clipart graphic design beginner level
435138,adobe illustrator creative cloud mastering the upgrades,graphic design,intermediate level,22,3,20,2.0,adobe illustrator creative cloud mastering the upgrades graphic design intermediate level
334530,illustrator 101 learn quickly and easily to create artwork,graphic design,all levels,452,3,40,1.0,illustrator 101 learn quickly and easily to create artwork graphic design all levels
904144,design your own fonts. plus a bunch of typography secrets.,graphic design,all levels,67,8,40,1.0,design your own fonts. plus a bunch of typography secrets. graphic design all levels
397946,easy steps to become a photoshop expert,graphic design,all levels,1081,11,20,8.0,easy steps to become a photoshop expert graphic design all levels
561800,intro to adobe illustrator,graphic design,beginner level,189,13,20,6.0,intro to adobe illustrator graphic design beginner level
810234,beginners guide photoshop poster artwork,graphic design,beginner level,775,5,20,1.0,beginners guide photoshop poster artwork graphic design beginner level
559046,basic graphic design for powerpoint,graphic design,beginner level,88,8,20,1.0,basic graphic design for powerpoint graphic design beginner level
338308,master graphic design using photoshop with rachael,graphic design,all levels,598,22,25,1.5,master graphic design using photoshop with rachael graphic design all levels
477634,adobe illustrator cc print design for beginners,graphic design,beginner level,145,35,50,6.0,adobe illustrator cc print design for beginners graphic design beginner level
913194,adobe illustrator master in 3d,graphic design,all levels,445,4,25,0.5333333333333333,adobe illustrator master in 3d graphic design all levels
429866,from drawing to illustration,graphic design,beginner level,237,25,20,6.0,from drawing to illustration graphic design beginner level
632702,adobe suite unleash your creativity benefit from it,graphic design,all levels,1005,4,200,9.5,adobe suite unleash your creativity benefit from it graphic design all levels
429366,become a logo designer guide to complimentary logo software,graphic design,all levels,485,9,35,2.5,become a logo designer guide to complimentary logo software graphic design all levels
433084,diy beautiful social graphics that don t require photoshop,graphic design,all levels,238,9,20,2.5,diy beautiful social graphics that don t require photoshop graphic design all levels
185092,design while you learn indesign cc,graphic design,beginner level,1116,3,20,2.5,design while you learn indesign cc graphic design beginner level
395652,r graph essentials,graphic design,all levels,105,4,85,2.0,r graph essentials graphic design all levels
943724,car sketching with simple analog tools,graphic design,all levels,23,5,40,0.6166666666666667,car sketching with simple analog tools graphic design all levels
546124,drawing anime manga style,graphic design,all levels,82,5,25,8.0,drawing anime manga style graphic design all levels
876444,inkscape 101 for beginners design vector graphics,graphic design,beginner level,13,5,195,1.0,inkscape 101 for beginners design vector graphics graphic design beginner level
893978,how to fix common branding mistakes for graphic designers,graphic design,intermediate level,19,2,35,1.5,how to fix common branding mistakes for graphic designers graphic design intermediate level
1249378,autocad course learn online autocad in urdu hindi,graphic design,all levels,105,2,0,2.0,autocad course learn online autocad in urdu hindi graphic design all levels
273256,mind blowing photoshop master skills season 1,graphic design,all levels,94,3,20,3.0,mind blowing photoshop master skills season 1 graphic design all levels
1240730,architectural drawing for creatives,graphic design,all levels,5,0,195,24.0,architectural drawing for creatives graphic design all levels
651014,adobe photoshop complete beginner,graphic design,beginner level,98,3,200,2.0,adobe photoshop complete beginner graphic design beginner level
1236254,character design,graphic design,intermediate level,5,0,75,2.0,character design graphic design intermediate level
1201118,icon design masterclass learn icon design principles,graphic design,beginner level,6,0,40,2.5,icon design masterclass learn icon design principles graphic design beginner level
1227748,create stunning photoshop compositions in minutes,graphic design,all levels,5,0,20,2.0,create stunning photoshop compositions in minutes graphic design all levels
408118,marvelous logo design,graphic design,all levels,91,5,20,1.5,marvelous logo design graphic design all levels
1258402,canva complete course for graphics design 20 projects,graphic design,all levels,3,3,20,2.5,canva complete course for graphics design 20 projects graphic design all levels
489114,the complete video production guide learn top video tools,graphic design,all levels,121,9,195,7.5,the complete video production guide learn top video tools graphic design all levels
16689,drawing with confidence,graphic design,all levels,105,7,25,2.0,drawing with confidence graphic design all levels
1089062,add realistic car paint to your pencil drawing in photoshop,graphic design,beginner level,17,3,25,1.0,add realistic car paint to your pencil drawing in photoshop graphic design beginner level
709160,t shirt sales merch by amazon profit formula with canva,graphic design,all levels,380,1,20,1.0,t shirt sales merch by amazon profit formula with canva graphic design all levels
385662,learn print production from start to finish,graphic design,all levels,494,6,35,1.0,learn print production from start to finish graphic design all levels
508570,step by step gif animation in photoshop,graphic design,all levels,518,2,20,1.0,step by step gif animation in photoshop graphic design all levels
934790,adobe create a professional logo step by step farming,graphic design,all levels,214,0,20,1.0,adobe create a professional logo step by step farming graphic design all levels
1133716,adobe illustrator cc advanced,graphic design,beginner level,11,1,30,1.5,adobe illustrator cc advanced graphic design beginner level
473474,mastering realistic real life drawing with pencil,graphic design,beginner level,33,5,20,0.65,mastering realistic real life drawing with pencil graphic design beginner level
1143032,silhouettes that sells,graphic design,beginner level,9,1,25,1.0,silhouettes that sells graphic design beginner level
121490,fullpage the complete guide to flat websites,graphic design,all levels,817,14,20,0.6333333333333333,fullpage the complete guide to flat websites graphic design all levels
339560,how to design professional powerpoint business presentation,graphic design,all levels,286,7,20,1.0,how to design professional powerpoint business presentation graphic design all levels
659340,pic monkey for beginners graphic design and photo editing,graphic design,beginner level,774,3,20,3.0,pic monkey for beginners graphic design and photo editing graphic design beginner level
835082,corel painter 2016,graphic design,all levels,41,9,40,8.0,corel painter 2016 graphic design all levels
335902,ebook cover design,graphic design,intermediate level,30,3,20,1.5,ebook cover design graphic design intermediate level
441106,photoshop tips and tricks how to change clothes,graphic design,all levels,837,4,20,2.0,photoshop tips and tricks how to change clothes graphic design all levels
624356,how to make better compositions take your art to new height,graphic design,all levels,11,3,30,0.5333333333333333,how to make better compositions take your art to new height graphic design all levels
456388,adobe photoshop cc the essential guide,graphic design,all levels,254,5,20,4.5,adobe photoshop cc the essential guide graphic design all levels
955242,learn to composite a 2d action shot in photoshop,graphic design,beginner level,40,2,20,1.5,learn to composite a 2d action shot in photoshop graphic design beginner level
496430,infographic design how to create your own infographic,graphic design,all levels,84,8,20,2.0,infographic design how to create your own infographic graphic design all levels
793246,autodesk inventor 2016 complete guide,graphic design,beginner level,23,4,20,7.5,autodesk inventor 2016 complete guide graphic design beginner level
547190,amazing graphic design for beginners,graphic design,beginner level,32,10,20,0.7,amazing graphic design for beginners graphic design beginner level
696630,7 ways a beginner guitarist can sound better instantly,musical instruments,beginner level,4529,193,0,0.6,7 ways a beginner guitarist can sound better instantly musical instruments beginner level
643970,instant harmonica christmas. play jingle bells part 1 now,musical instruments,all levels,823,11,20,0.7,instant harmonica christmas. play jingle bells part 1 now musical instruments all levels
801486,playing piano popular pieces vol. ii,musical instruments,beginner level,1472,4,150,1.5,playing piano popular pieces vol. ii musical instruments beginner level
455054,ninja chord changes master your guitar chord changes,musical instruments,beginner level,1327,11,30,1.5,ninja chord changes master your guitar chord changes musical instruments beginner level
1257976,your first 10 guitar lessons learn how to play guitar,musical instruments,beginner level,924,4,0,1.0,your first 10 guitar lessons learn how to play guitar musical instruments beginner level
1253224,pentatonic scale crash course for bass guitar,musical instruments,intermediate level,898,6,0,1.0,pentatonic scale crash course for bass guitar musical instruments intermediate level
837722,modal theory for guitar guitar lessons from lutz academy,musical instruments,all levels,1039,29,50,1.5,modal theory for guitar guitar lessons from lutz academy musical instruments all levels
631416,learn fun dreamy piano techniques #1 play white christmas,musical instruments,all levels,1474,10,80,2.0,learn fun dreamy piano techniques #1 play white christmas musical instruments all levels
149728,learn jazz piano today,musical instruments,all levels,1167,66,50,3.0,learn jazz piano today musical instruments all levels
195576,learn to play the drums without a drum kit,musical instruments,all levels,1589,52,25,2.0,learn to play the drums without a drum kit musical instruments all levels
1048302,learn travis picking from scratch,musical instruments,intermediate level,219,30,40,1.5,learn travis picking from scratch musical instruments intermediate level
560662,instant harmonica how to get single notes in 5 easy steps,musical instruments,beginner level,835,10,20,0.6333333333333333,instant harmonica how to get single notes in 5 easy steps musical instruments beginner level
661814,piano runs fills #3 jazzy chromatic chord song endings,musical instruments,all levels,747,5,70,1.0,piano runs fills #3 jazzy chromatic chord song endings musical instruments all levels
640496,teaching music start teaching an instrument successfully.,musical instruments,beginner level,1337,5,30,1.5,teaching music start teaching an instrument successfully. musical instruments beginner level
1200374,strumming from scratch rhythm guitar lesson for beginners,musical instruments,beginner level,530,11,0,2.0,strumming from scratch rhythm guitar lesson for beginners musical instruments beginner level
101498,blues guitar lessons from texas to carolina,musical instruments,intermediate level,1297,12,20,2.5,blues guitar lessons from texas to carolina musical instruments intermediate level
729464,instant harmonica play the groovy beatles yesterday today,musical instruments,all levels,295,7,40,1.0,instant harmonica play the groovy beatles yesterday today musical instruments all levels
961630,beginner guitar quick start course,musical instruments,beginner level,2084,20,0,1.0,beginner guitar quick start course musical instruments beginner level
544234,mike g s beginner drum course part 1,musical instruments,beginner level,515,14,35,3.0,mike g s beginner drum course part 1 musical instruments beginner level
517366,guitar for beginners learn the basics,musical instruments,beginner level,1026,13,20,0.5166666666666666,guitar for beginners learn the basics musical instruments beginner level
271652,how to play the djembe for beginners,musical instruments,all levels,414,18,30,1.0,how to play the djembe for beginners musical instruments all levels
760066,blues guitar lessons volume 1 blues shuffle essentials,musical instruments,all levels,198,21,45,2.5,blues guitar lessons volume 1 blues shuffle essentials musical instruments all levels
80844,beginner guitar 38 easy lessons you needs to get started,musical instruments,beginner level,250,24,40,3.0,beginner guitar 38 easy lessons you needs to get started musical instruments beginner level
820086,bass guitar lessons for beginners,musical instruments,beginner level,180,21,95,2.5,bass guitar lessons for beginners musical instruments beginner level
1013558,pure pentatonic power rock and blues guitar soloing,musical instruments,all levels,128,10,50,2.0,pure pentatonic power rock and blues guitar soloing musical instruments all levels
206332,rock drumset grooves level 1,musical instruments,beginner level,709,12,20,2.0,rock drumset grooves level 1 musical instruments beginner level
624662,guitar the next level,musical instruments,beginner level,117,12,55,1.0,guitar the next level musical instruments beginner level
470472,learn to play euphonium beginner to pro in under five hours,musical instruments,beginner level,305,39,50,7.0,learn to play euphonium beginner to pro in under five hours musical instruments beginner level
331970,learn oud 1 no prior music knowledge required,musical instruments,beginner level,153,27,20,3.5,learn oud 1 no prior music knowledge required musical instruments beginner level
705890,instant harmonica play dylan s blowing in the wind today,musical instruments,all levels,81,5,20,1.0,instant harmonica play dylan s blowing in the wind today musical instruments all levels
932804,improvise on the piano in 30 minutes,musical instruments,beginner level,85,8,40,1.5,improvise on the piano in 30 minutes musical instruments beginner level
1101522,cajon step by step beginner intermediate advanced,musical instruments,all levels,73,9,35,3.0,cajon step by step beginner intermediate advanced musical instruments all levels
760300,blues guitar lessons volume 2 slow blues essentials,musical instruments,all levels,178,21,45,2.0,blues guitar lessons volume 2 slow blues essentials musical instruments all levels
636858,instant harmonica play the gorgeous skye boat song now,musical instruments,beginner level,122,9,20,0.6333333333333333,instant harmonica play the gorgeous skye boat song now musical instruments beginner level
371896,learn to play trombone go from beginner to pro in no time,musical instruments,all levels,402,47,50,7.5,learn to play trombone go from beginner to pro in no time musical instruments all levels
636842,fingerstyleguitar by jacques stotzem basic level,musical instruments,all levels,119,12,30,1.5,fingerstyleguitar by jacques stotzem basic level musical instruments all levels
564446,instant harmonica play two star wars themes in 30 minutes,musical instruments,beginner level,605,21,20,0.7,instant harmonica play two star wars themes in 30 minutes musical instruments beginner level
925286,play piano to day beginner piano lessons for busy people,musical instruments,beginner level,476,16,100,4.0,play piano to day beginner piano lessons for busy people musical instruments beginner level
324224,learn to play the flute beginner to pro in under five hours,musical instruments,beginner level,707,116,50,7.0,learn to play the flute beginner to pro in under five hours musical instruments beginner level
1008054,play piano 7 improvise on for all we know in f key by ear,musical instruments,all levels,438,3,50,1.5,play piano 7 improvise on for all we know in f key by ear musical instruments all levels
40495,world s fastest piano method the piano revolution,musical instruments,beginner level,1199,58,95,2.0,world s fastest piano method the piano revolution musical instruments beginner level
184780,learn to play the trumpet beginner to pro made the easy way,musical instruments,beginner level,966,157,50,7.5,learn to play the trumpet beginner to pro made the easy way musical instruments beginner level
338926,learn to play clarinet beginner to pro in under five hours,musical instruments,beginner level,877,93,50,6.0,learn to play clarinet beginner to pro in under five hours musical instruments beginner level
104304,learn to play the piano using pop r b and gospel chords,musical instruments,all levels,1504,15,50,0.6833333333333333,learn to play the piano using pop r b and gospel chords musical instruments all levels
413182,play by ear #4 play song by ear with 3 chords using any key,musical instruments,all levels,1064,11,95,2.5,play by ear #4 play song by ear with 3 chords using any key musical instruments all levels
1108666,worship piano from beginner to pro,musical instruments,all levels,117,11,80,3.0,worship piano from beginner to pro musical instruments all levels
692658,easy to play christmas songs for guitar,musical instruments,all levels,1229,8,100,0.5,easy to play christmas songs for guitar musical instruments all levels
173776,ultimate blues guitar beginner lessons,musical instruments,beginner level,922,57,20,10.5,ultimate blues guitar beginner lessons musical instruments beginner level
1254852,how to play piano your first lesson,musical instruments,beginner level,662,7,0,0.5166666666666666,how to play piano your first lesson musical instruments beginner level
637842,playing piano reading and playing classical tunes vol.i,musical instruments,beginner level,1732,6,50,2.0,playing piano reading and playing classical tunes vol.i musical instruments beginner level
953442,blues school a course for beginners in blues piano improv,musical instruments,all levels,326,44,120,3.0,blues school a course for beginners in blues piano improv musical instruments all levels
648628,learn fun dreamy piano techniques # 2 play silver bells,musical instruments,all levels,1284,6,80,2.0,learn fun dreamy piano techniques # 2 play silver bells musical instruments all levels
670640,31 day guitar challenge,musical instruments,beginner level,1029,22,40,3.5,31 day guitar challenge musical instruments beginner level
403078,percussive fingerstyle guitar,musical instruments,intermediate level,886,43,50,1.5,percussive fingerstyle guitar musical instruments intermediate level
174562,learn to play saxophone beginner to pro in under four hours,musical instruments,beginner level,1213,158,50,5.0,learn to play saxophone beginner to pro in under four hours musical instruments beginner level
396238,learn bass guitar have fun amaze your friends it s easy,musical instruments,beginner level,1605,19,100,2.0,learn bass guitar have fun amaze your friends it s easy musical instruments beginner level
20387,guitar insanity workout eatmystrings,musical instruments,all levels,2673,17,50,2.5,guitar insanity workout eatmystrings musical instruments all levels
